region,year,quarter,year_quarter,dataset,data_type,x_year_quarter,target_year_quarter,current_living_price_risk_score,actual_living_price_risk_score,actual_delta_living_price_risk_score,pressure_index,forecast_living_price_risk_score_default,forecast_delta_default,actual_rank,actual_percentile,forecast_rank,forecast_percentile,display_quarter,target_living_price_risk_score,x_quarter,target_quarter
전라남도,2021,4,2021Q4,train,backtest_pred,2021Q3,2021Q4,53.74720357941835,71.25279642058166,17.505592841163313,-4.28155924184916,52.4627358068636,-1.2844677725547484,13.0,0.2941176470588235,15.0,0.1764705882352941,2021Q4,,2021Q3,2021Q4
전북특별자치도,2021,4,2021Q4,train,backtest_pred,2021Q3,2021Q4,69.1275167785235,63.25503355704698,-5.8724832214765215,-11.080953654309065,65.80323068223078,-3.324286096292724,16.0,0.1176470588235294,6.0,0.7058823529411765,2021Q4,,2021Q3,2021Q4
제주특별자치도,2021,4,2021Q4,train,backtest_pred,2021Q3,2021Q4,73.60178970917225,76.67785234899328,3.076062639821032,-12.789260177406216,69.76501165595039,-3.836778053221863,7.0,0.6470588235294118,2.0,0.9411764705882352,2021Q4,,2021Q3,2021Q4
충청남도,2021,4,2021Q4,train,backtest_pred,2021Q3,2021Q4,68.6241610738255,72.31543624161074,3.691275167785236,-11.18667208093072,65.26815944954629,-3.356001624279216,11.0,0.4117647058823529,7.0,0.6470588235294118,2021Q4,,2021Q3,2021Q4
충청북도,2021,4,2021Q4,train,backtest_pred,2021Q3,2021Q4,63.31096196868009,72.6510067114094,9.340044742729305,-8.218707939954907,60.845349586693615,-2.4656123819864746,10.0,0.4705882352941176,12.0,0.3529411764705882,2021Q4,,2021Q3,2021Q4
강원특별자치도,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,76.90156599552573,76.90156599552573,,,,,2.0,0.9411764705882352,,,2022Q1,76.90156599552573,,
경기도,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,72.53914988814317,72.53914988814317,,,,,6.0,0.7058823529411765,,,2022Q1,72.53914988814317,,
경상남도,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,67.72930648769575,67.72930648769575,,,,,9.0,0.5294117647058824,,,2022Q1,67.72930648769575,,
경상북도,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,71.47651006711409,71.47651006711409,,,,,7.0,0.6470588235294118,,,2022Q1,71.47651006711409,,
광주광역시,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,63.3668903803132,63.3668903803132,,,,,15.0,0.1764705882352941,,,2022Q1,63.3668903803132,,
대구광역시,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,65.99552572706936,65.99552572706936,,,,,10.0,0.4705882352941176,,,2022Q1,65.99552572706936,,
대전광역시,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,73.15436241610739,73.15436241610739,,,,,4.0,0.8235294117647058,,,2022Q1,73.15436241610739,,
부산광역시,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,62.63982102908276,62.63982102908276,,,,,16.0,0.1176470588235294,,,2022Q1,62.63982102908276,,
서울특별시,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,65.04474272930649,65.04474272930649,,,,,12.0,0.3529411764705882,,,2022Q1,65.04474272930649,,
세종특별자치시,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,64.48545861297539,64.48545861297539,,,,,13.0,0.2941176470588235,,,2022Q1,64.48545861297539,,
울산광역시,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,67.78523489932887,67.78523489932887,,,,,8.0,0.5882352941176471,,,2022Q1,67.78523489932887,,
인천광역시,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,75.83892617449663,75.83892617449663,,,,,3.0,0.8823529411764706,,,2022Q1,75.83892617449663,,
전라남도,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,65.65995525727068,65.65995525727068,,,,,11.0,0.4117647058823529,,,2022Q1,65.65995525727068,,
전북특별자치도,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,56.152125279642064,56.152125279642064,,,,,17.0,0.0588235294117647,,,2022Q1,56.152125279642064,,
제주특별자치도,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,81.71140939597316,81.71140939597316,,,,,1.0,1.0,,,2022Q1,81.71140939597316,,
충청남도,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,72.70693512304251,72.70693512304251,,,,,5.0,0.7647058823529411,,,2022Q1,72.70693512304251,,
충청북도,2022,1,2022Q1,valid,actual,2022Q1,2022Q1,64.20581655480984,64.20581655480984,,,,,14.0,0.2352941176470588,,,2022Q1,64.20581655480984,,
강원특별자치도,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,83.38926174496645,76.90156599552573,-6.487695749440718,-26.04248789076055,75.57651537773827,-7.812746367228172,2.0,0.9411764705882352,1.0,1.0,2022Q1,,2021Q4,2022Q1
경기도,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,80.31319910514542,72.53914988814317,-7.7740492170022435,-21.287105981339835,73.92706731074347,-6.386131794401948,6.0,0.7058823529411765,2.0,0.9411764705882352,2022Q1,,2021Q4,2022Q1
경상남도,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,62.19239373601789,67.72930648769575,5.5369127516778605,-13.792188060354526,58.05473731791153,-4.13765641810636,9.0,0.5294117647058824,17.0,0.0588235294117647,2022Q1,,2021Q4,2022Q1
경상북도,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,76.84563758389262,71.47651006711409,-5.3691275167785335,-23.15463905899521,69.89924586619406,-6.94639171769856,7.0,0.6470588235294118,7.0,0.6470588235294118,2022Q1,,2021Q4,2022Q1
광주광역시,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,76.90156599552573,63.3668903803132,-13.534675615212528,-20.590252556164977,70.72449022867623,-6.177075766849498,15.0,0.1764705882352941,5.0,0.7647058823529411,2022Q1,,2021Q4,2022Q1
대구광역시,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,73.43400447427292,65.99552572706936,-7.438478747203561,-19.26827100960758,67.65352317139065,-5.780481302882279,10.0,0.4705882352941176,9.0,0.5294117647058824,2022Q1,,2021Q4,2022Q1
대전광역시,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,77.79642058165548,73.15436241610739,-4.642058165548093,-19.883051603087623,71.83150510072919,-5.964915480926294,4.0,0.8235294117647058,4.0,0.8235294117647058,2022Q1,,2021Q4,2022Q1
부산광역시,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,68.00894854586129,62.63982102908276,-5.369127516778526,-14.69787565533736,63.59958584926008,-4.409362696601207,16.0,0.1176470588235294,14.0,0.2352941176470588,2022Q1,,2021Q4,2022Q1
서울특별시,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,71.47651006711409,65.04474272930649,-6.4317673378076,-14.036034303857631,67.2656997759568,-4.210810291157287,12.0,0.3529411764705882,10.0,0.4705882352941176,2022Q1,,2021Q4,2022Q1
세종특별자치시,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,67.89709172259508,64.48545861297539,-3.411633109619686,-16.62853913455338,62.90852998222906,-4.988561740366016,13.0,0.2941176470588235,15.0,0.1764705882352941,2022Q1,,2021Q4,2022Q1
울산광역시,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,74.4407158836689,67.78523489932887,-6.655480984340031,-18.935939794797253,68.75993394522972,-5.680781938439182,8.0,0.5882352941176471,8.0,0.5882352941176471,2022Q1,,2021Q4,2022Q1
인천광역시,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,79.25055928411633,75.83892617449663,-3.4116331096197,-21.28922278298505,72.86379244922082,-6.386766834895511,3.0,0.8823529411764706,3.0,0.8823529411764706,2022Q1,,2021Q4,2022Q1
전라남도,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,71.25279642058166,65.65995525727068,-5.592841163310979,-19.995143967775142,65.25425323024912,-5.998543190332541,11.0,0.4117647058823529,13.0,0.2941176470588235,2022Q1,,2021Q4,2022Q1
전북특별자치도,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,63.25503355704698,56.152125279642064,-7.102908277404914,-16.01360326336967,58.45095257803608,-4.804080979010898,17.0,0.0588235294117647,16.0,0.1176470588235294,2022Q1,,2021Q4,2022Q1
제주특별자치도,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,76.67785234899328,81.71140939597316,5.03355704697988,-21.67408531917836,70.17562675323978,-6.502225595753501,1.0,1.0,6.0,0.7058823529411765,2022Q1,,2021Q4,2022Q1
충청남도,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,72.31543624161074,72.70693512304251,0.3914988814317723,-20.183115175678623,66.26050168890715,-6.054934552703585,5.0,0.7647058823529411,12.0,0.3529411764705882,2022Q1,,2021Q4,2022Q1
충청북도,2022,1,2022Q1,train,backtest_pred,2021Q4,2022Q1,72.6510067114094,64.20581655480984,-8.445190156599551,-19.74920913759985,66.72624397012945,-5.924762741279949,14.0,0.2352941176470588,11.0,0.4117647058823529,2022Q1,,2021Q4,2022Q1
강원특별자치도,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,83.94854586129753,83.94854586129753,,,,,2.0,0.9411764705882352,,,2022Q2,83.94854586129753,,
경기도,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,78.35570469798658,78.35570469798658,,,,,11.0,0.4117647058823529,,,2022Q2,78.35570469798658,,
경상남도,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,76.28635346756153,76.28635346756153,,,,,15.0,0.1764705882352941,,,2022Q2,76.28635346756153,,
경상북도,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,83.27740492170022,83.27740492170022,,,,,3.0,0.8823529411764706,,,2022Q2,83.27740492170022,,
광주광역시,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,84.95525727069351,84.95525727069351,,,,,1.0,1.0,,,2022Q2,84.95525727069351,,
대구광역시,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,75.67114093959731,75.67114093959731,,,,,16.0,0.1176470588235294,,,2022Q2,75.67114093959731,,
대전광역시,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,80.53691275167785,80.53691275167785,,,,,6.0,0.7058823529411765,,,2022Q2,80.53691275167785,,
부산광역시,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,77.40492170022371,77.40492170022371,,,,,13.0,0.2941176470588235,,,2022Q2,77.40492170022371,,
서울특별시,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,76.90156599552573,76.90156599552573,,,,,14.0,0.2352941176470588,,,2022Q2,76.90156599552573,,
세종특별자치시,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,78.46756152125279,78.46756152125279,,,,,10.0,0.4705882352941176,,,2022Q2,78.46756152125279,,
울산광역시,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,79.08277404921701,79.08277404921701,,,,,9.0,0.5294117647058824,,,2022Q2,79.08277404921701,,
인천광역시,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,81.71140939597315,81.71140939597315,,,,,5.0,0.7647058823529411,,,2022Q2,81.71140939597315,,
전라남도,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,77.68456375838926,77.68456375838926,,,,,12.0,0.3529411764705882,,,2022Q2,77.68456375838926,,
전북특별자치도,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,72.37136465324384,72.37136465324384,,,,,17.0,0.0588235294117647,,,2022Q2,72.37136465324384,,
제주특별자치도,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,81.9351230425056,81.9351230425056,,,,,4.0,0.8235294117647058,,,2022Q2,81.9351230425056,,
충청남도,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,79.97762863534676,79.97762863534676,,,,,7.0,0.6470588235294118,,,2022Q2,79.97762863534676,,
충청북도,2022,2,2022Q2,valid,actual,2022Q2,2022Q2,79.25055928411633,79.25055928411633,,,,,8.0,0.5882352941176471,,,2022Q2,79.25055928411633,,
강원특별자치도,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,76.90156599552573,83.94854586129753,7.046979865771803,-30.27346073536148,67.81952777491729,-9.08203822060844,2.0,0.9411764705882352,2.0,0.9411764705882352,2022Q2,,2022Q1,2022Q2
경기도,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,72.53914988814317,78.35570469798658,5.81655480984341,-24.16228833024792,65.29046338906879,-7.248686499074381,11.0,0.4117647058823529,5.0,0.7647058823529411,2022Q2,,2022Q1,2022Q2
경상남도,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,67.72930648769575,76.28635346756153,8.557046979865774,-24.21131173973244,60.46591296577602,-7.263393521919731,15.0,0.1764705882352941,9.0,0.5294117647058824,2022Q2,,2022Q1,2022Q2
경상북도,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,71.47651006711409,83.27740492170022,11.800894854586131,-27.42985340384238,63.24755404596138,-8.228956021152712,3.0,0.8823529411764706,7.0,0.6470588235294118,2022Q2,,2022Q1,2022Q2
광주광역시,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,63.3668903803132,84.95525727069351,21.588366890380307,-20.786048069879364,57.13107595934939,-6.235814420963813,1.0,1.0,15.0,0.1764705882352941,2022Q2,,2022Q1,2022Q2
대구광역시,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,65.99552572706936,75.67114093959731,9.675615212527944,-23.809524160366067,58.85266847895954,-7.14285724810982,16.0,0.1176470588235294,11.0,0.4117647058823529,2022Q2,,2022Q1,2022Q2
대전광역시,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,73.15436241610739,80.53691275167785,7.382550335570457,-25.90149111024717,65.38391508303324,-7.770447333074145,6.0,0.7058823529411765,4.0,0.8235294117647058,2022Q2,,2022Q1,2022Q2
부산광역시,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,62.63982102908276,77.40492170022371,14.76510067114095,-19.18009034736837,56.885793924872246,-5.754027104210515,13.0,0.2941176470588235,16.0,0.1176470588235294,2022Q2,,2022Q1,2022Q2
서울특별시,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,65.04474272930649,76.90156599552573,11.856823266219235,-19.137214864809344,59.30357826986369,-5.7411644594428,14.0,0.2352941176470588,10.0,0.4705882352941176,2022Q2,,2022Q1,2022Q2
세종특별자치시,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,64.48545861297539,78.46756152125279,13.982102908277398,-22.9947111441745,57.58704526972304,-6.898413343252351,10.0,0.4705882352941176,13.0,0.2941176470588235,2022Q2,,2022Q1,2022Q2
울산광역시,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,67.78523489932887,79.08277404921701,11.297539149888138,-21.931526981373352,61.20577680491687,-6.579458094412004,9.0,0.5294117647058824,8.0,0.5882352941176471,2022Q2,,2022Q1,2022Q2
인천광역시,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,75.83892617449663,81.71140939597315,5.872483221476514,-27.44012799135903,67.60688777708893,-8.232038397407706,5.0,0.7647058823529411,3.0,0.8823529411764706,2022Q2,,2022Q1,2022Q2
전라남도,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,65.65995525727068,77.68456375838926,12.024608501118578,-23.79448447105914,58.521609915952936,-7.138345341317745,12.0,0.3529411764705882,12.0,0.3529411764705882,2022Q2,,2022Q1,2022Q2
전북특별자치도,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,56.152125279642064,72.37136465324384,16.21923937360178,-20.254524584704857,50.07576790423061,-6.076357375411455,17.0,0.0588235294117647,17.0,0.0588235294117647,2022Q2,,2022Q1,2022Q2
제주특별자치도,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,81.71140939597316,81.9351230425056,0.2237136465324312,-32.94413822912415,71.82816792723592,-9.88324146873724,4.0,0.8235294117647058,1.0,1.0,2022Q2,,2022Q1,2022Q2
충청남도,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,72.70693512304251,79.97762863534676,7.270693512304248,-28.28213075930818,64.22229589525006,-8.484639227792456,7.0,0.6470588235294118,6.0,0.7058823529411765,2022Q2,,2022Q1,2022Q2
충청북도,2022,2,2022Q2,valid,backtest_pred,2022Q1,2022Q2,64.20581655480984,79.25055928411633,15.044742729306492,-23.058993159082277,57.28811860708516,-6.917697947724683,8.0,0.5882352941176471,14.0,0.2352941176470588,2022Q2,,2022Q1,2022Q2
강원특별자치도,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,92.39373601789708,92.39373601789708,,,,,4.0,0.8235294117647058,,,2022Q3,92.39373601789708,,
경기도,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,89.37360178970918,89.37360178970918,,,,,11.0,0.4117647058823529,,,2022Q3,89.37360178970918,,
경상남도,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,88.59060402684564,88.59060402684564,,,,,12.0,0.3529411764705882,,,2022Q3,88.59060402684564,,
경상북도,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,91.10738255033556,91.10738255033556,,,,,7.0,0.6470588235294118,,,2022Q3,91.10738255033556,,
광주광역시,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,93.90380313199108,93.90380313199108,,,,,1.0,1.0,,,2022Q3,93.90380313199108,,
대구광역시,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,91.33109619686802,91.33109619686802,,,,,6.0,0.7058823529411765,,,2022Q3,91.33109619686802,,
대전광역시,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,84.2841163310962,84.2841163310962,,,,,17.0,0.0588235294117647,,,2022Q3,84.2841163310962,,
부산광역시,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,87.69574944071589,87.69574944071589,,,,,14.0,0.2352941176470588,,,2022Q3,87.69574944071589,,
서울특별시,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,89.42953020134227,89.42953020134227,,,,,10.0,0.4705882352941176,,,2022Q3,89.42953020134227,,
세종특별자치시,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,93.0648769574944,93.0648769574944,,,,,3.0,0.8823529411764706,,,2022Q3,93.0648769574944,,
울산광역시,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,84.39597315436242,84.39597315436242,,,,,16.0,0.1176470588235294,,,2022Q3,84.39597315436242,,
인천광역시,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,87.75167785234898,87.75167785234898,,,,,13.0,0.2941176470588235,,,2022Q3,87.75167785234898,,
전라남도,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,89.87695749440716,89.87695749440716,,,,,9.0,0.5294117647058824,,,2022Q3,89.87695749440716,,
전북특별자치도,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,87.63982102908278,87.63982102908278,,,,,15.0,0.1764705882352941,,,2022Q3,87.63982102908278,,
제주특별자치도,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,91.38702460850112,91.38702460850112,,,,,5.0,0.7647058823529411,,,2022Q3,91.38702460850112,,
충청남도,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,93.17673378076064,93.17673378076064,,,,,2.0,0.9411764705882352,,,2022Q3,93.17673378076064,,
충청북도,2022,3,2022Q3,valid,actual,2022Q3,2022Q3,90.38031319910516,90.38031319910516,,,,,8.0,0.5882352941176471,,,2022Q3,90.38031319910516,,
강원특별자치도,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,83.94854586129753,92.39373601789708,8.445190156599551,-50.0,68.94854586129753,-15.0,4.0,0.8235294117647058,2.0,0.9411764705882352,2022Q3,,2022Q2,2022Q3
경기도,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,78.35570469798658,89.37360178970918,11.017897091722602,-40.978135561243576,66.06226402961352,-12.293440668373066,11.0,0.4117647058823529,10.0,0.4705882352941176,2022Q3,,2022Q2,2022Q3
경상남도,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,76.28635346756153,88.59060402684564,12.304250559284114,-41.81859181773542,63.7407759222409,-12.545577545320626,12.0,0.3529411764705882,15.0,0.1764705882352941,2022Q3,,2022Q2,2022Q3
경상북도,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,83.27740492170022,91.10738255033556,7.829977628635333,-49.15831668254636,68.52990991693632,-14.747495004763906,7.0,0.6470588235294118,3.0,0.8823529411764706,2022Q3,,2022Q2,2022Q3
광주광역시,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,84.95525727069351,93.90380313199108,8.948545861297575,-44.58040185392543,71.58113671451588,-13.37412055617763,1.0,1.0,1.0,1.0,2022Q3,,2022Q2,2022Q3
대구광역시,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,75.67114093959731,91.33109619686802,15.65995525727071,-40.71154371024473,63.45767782652389,-12.213463113073416,6.0,0.7058823529411765,16.0,0.1176470588235294,2022Q3,,2022Q2,2022Q3
대전광역시,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,80.53691275167785,84.2841163310962,3.747203579418354,-42.18499915487548,67.88141300521521,-12.655499746462638,17.0,0.0588235294117647,6.0,0.7058823529411765,2022Q3,,2022Q2,2022Q3
부산광역시,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,77.40492170022371,87.69574944071589,10.290827740492176,-38.71393356046358,65.79074163208463,-11.614180068139078,14.0,0.2352941176470588,12.0,0.3529411764705882,2022Q3,,2022Q2,2022Q3
서울특별시,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,76.90156599552573,89.42953020134227,12.527964205816543,-35.91034305350564,66.12846307947403,-10.773102916051698,10.0,0.4705882352941176,9.0,0.5294117647058824,2022Q3,,2022Q2,2022Q3
세종특별자치시,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,78.46756152125279,93.0648769574944,14.597315436241615,-43.82352610170484,65.32050369074133,-13.147057830511455,3.0,0.8823529411764706,13.0,0.2941176470588235,2022Q3,,2022Q2,2022Q3
울산광역시,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,79.08277404921701,84.39597315436242,5.313199105145415,-41.71514151310263,66.56823159528622,-12.514542453930789,16.0,0.1176470588235294,7.0,0.6470588235294118,2022Q3,,2022Q2,2022Q3
인천광역시,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,81.71140939597315,87.75167785234898,6.040268456375827,-44.43452367441882,68.3810522936475,-13.33035710232565,13.0,0.2941176470588235,4.0,0.8235294117647058,2022Q3,,2022Q2,2022Q3
전라남도,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,77.68456375838926,89.87695749440716,12.192393736017904,-45.94336098352683,63.90155546333121,-13.783008295058046,9.0,0.5294117647058824,14.0,0.2352941176470588,2022Q3,,2022Q2,2022Q3
전북특별자치도,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,72.37136465324384,87.63982102908278,15.268456375838936,-40.9468233211396,60.087317656901966,-12.284046996341878,15.0,0.1764705882352941,17.0,0.0588235294117647,2022Q3,,2022Q2,2022Q3
제주특별자치도,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,81.9351230425056,91.38702460850112,9.451901565995527,-46.35136665183204,68.02971304695598,-13.905409995549618,5.0,0.7647058823529411,5.0,0.7647058823529411,2022Q3,,2022Q2,2022Q3
충청남도,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,79.97762863534676,93.17673378076064,13.19910514541388,-45.46419706661071,66.33836951536355,-13.639259119983208,2.0,0.9411764705882352,8.0,0.5882352941176471,2022Q3,,2022Q2,2022Q3
충청북도,2022,3,2022Q3,valid,backtest_pred,2022Q2,2022Q3,79.25055928411633,90.38031319910516,11.129753914988823,-44.44042221511562,65.91843261958165,-13.332126664534684,8.0,0.5882352941176471,11.0,0.4117647058823529,2022Q3,,2022Q2,2022Q3
강원특별자치도,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,80.70469798657717,80.70469798657717,,,,,4.0,0.8235294117647058,,,2022Q4,80.70469798657717,,
경기도,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,67.00223713646533,67.00223713646533,,,,,15.0,0.1764705882352941,,,2022Q4,67.00223713646533,,
경상남도,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,73.76957494407158,73.76957494407158,,,,,13.0,0.2941176470588235,,,2022Q4,73.76957494407158,,
경상북도,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,80.87248322147651,80.87248322147651,,,,,2.0,0.9117647058823528,,,2022Q4,80.87248322147651,,
광주광역시,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,80.87248322147651,80.87248322147651,,,,,2.0,0.9117647058823528,,,2022Q4,80.87248322147651,,
대구광역시,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,76.56599552572708,76.56599552572708,,,,,6.0,0.7058823529411765,,,2022Q4,76.56599552572708,,
대전광역시,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,66.834451901566,66.834451901566,,,,,17.0,0.0588235294117647,,,2022Q4,66.834451901566,,
부산광역시,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,75.27964205816555,75.27964205816555,,,,,9.0,0.5294117647058824,,,2022Q4,75.27964205816555,,
서울특별시,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,66.8903803131991,66.8903803131991,,,,,16.0,0.1176470588235294,,,2022Q4,66.8903803131991,,
세종특별자치시,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,82.5503355704698,82.5503355704698,,,,,1.0,1.0,,,2022Q4,82.5503355704698,,
울산광역시,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,75.83892617449665,75.83892617449665,,,,,8.0,0.5882352941176471,,,2022Q4,75.83892617449665,,
인천광역시,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,74.55257270693512,74.55257270693512,,,,,11.0,0.4117647058823529,,,2022Q4,74.55257270693512,,
전라남도,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,71.36465324384787,71.36465324384787,,,,,14.0,0.2352941176470588,,,2022Q4,71.36465324384787,,
전북특별자치도,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,76.23042505592842,76.23042505592842,,,,,7.0,0.6470588235294118,,,2022Q4,76.23042505592842,,
제주특별자치도,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,74.44071588366889,74.44071588366889,,,,,12.0,0.3529411764705882,,,2022Q4,74.44071588366889,,
충청남도,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,79.64205816554811,79.64205816554811,,,,,5.0,0.7647058823529411,,,2022Q4,79.64205816554811,,
충청북도,2022,4,2022Q4,valid,actual,2022Q4,2022Q4,75.0559284116331,75.0559284116331,,,,,10.0,0.4705882352941176,,,2022Q4,75.0559284116331,,
강원특별자치도,2022,4,2022Q4,valid,backtest_pred,2022Q3,2022Q4,92.39373601789708,80.70469798657717,-11.68903803131991,-50.0,77.39373601789708,-15.0,4.0,0.8235294117647058,4.0,0.8235294117647058,2022Q4,,2022Q3,2022Q4
경기도,2022,4,2022Q4,valid,backtest_pred,2022Q3,2022Q4,89.37360178970918,67.00223713646533,-22.37136465324386,-50.0,74.37360178970918,-15.0,15.0,0.1764705882352941,11.0,0.4117647058823529,2022Q4,,2022Q3,2022Q4
경상남도,2022,4,2022Q4,valid,backtest_pred,2022Q3,2022Q4,88.59060402684564,73.76957494407158,-14.82102908277406,-50.0,73.59060402684564,-15.0,13.0,0.2941176470588235,12.0,0.3529411764705882,2022Q4,,2022Q3,2022Q4
경상북도,2022,4,2022Q4,valid,backtest_pred,2022Q3,2022Q4,91.10738255033556,80.87248322147651,-10.234899328859044,-50.0,76.10738255033556,-15.0,2.0,0.9117647058823528,7.0,0.6470588235294118,2022Q4,,2022Q3,2022Q4
