region,year,quarter,year_quarter,dataset,data_type,x_year_quarter,target_year_quarter,current_living_price_risk_score,actual_living_price_risk_score,actual_delta_living_price_risk_score,pressure_index,forecast_living_price_risk_score_default,forecast_delta_default,actual_rank,actual_percentile,forecast_rank,forecast_percentile,display_quarter,target_living_price_risk_score,x_quarter,target_quarter
대전광역시,2019,3,2019Q3,train,actual,2019Q3,2019Q3,1.5100671140939597,1.5100671140939597,,,,,11.0,0.375,,,2019Q3,1.5100671140939597,,
부산광역시,2019,3,2019Q3,train,actual,2019Q3,2019Q3,4.47427293064877,4.47427293064877,,,,,4.0,0.8125,,,2019Q3,4.47427293064877,,
서울특별시,2019,3,2019Q3,train,actual,2019Q3,2019Q3,3.7472035794183447,3.7472035794183447,,,,,5.0,0.75,,,2019Q3,3.7472035794183447,,
세종특별자치시,2019,3,2019Q3,train,actual,2019Q3,2019Q3,,,,,,,,,,,2019Q3,,,
울산광역시,2019,3,2019Q3,train,actual,2019Q3,2019Q3,1.0,1.0,,,,,15.0,0.09375,,,2019Q3,1.0,,
인천광역시,2019,3,2019Q3,train,actual,2019Q3,2019Q3,2.9642058165548097,2.9642058165548097,,,,,6.0,0.6875,,,2019Q3,2.9642058165548097,,
전라남도,2019,3,2019Q3,train,actual,2019Q3,2019Q3,1.9574944071588367,1.9574944071588367,,,,,10.0,0.4375,,,2019Q3,1.9574944071588367,,
전북특별자치도,2019,3,2019Q3,train,actual,2019Q3,2019Q3,2.684563758389262,2.684563758389262,,,,,7.0,0.625,,,2019Q3,2.684563758389262,,
제주특별자치도,2019,3,2019Q3,train,actual,2019Q3,2019Q3,5.760626398210291,5.760626398210291,,,,,2.0,0.9375,,,2019Q3,5.760626398210291,,
충청남도,2019,3,2019Q3,train,actual,2019Q3,2019Q3,1.3422818791946307,1.3422818791946307,,,,,12.0,0.3125,,,2019Q3,1.3422818791946307,,
충청북도,2019,3,2019Q3,train,actual,2019Q3,2019Q3,2.516778523489933,2.516778523489933,,,,,8.0,0.5625,,,2019Q3,2.516778523489933,,
강원특별자치도,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,28.635346756152128,5.145413870246085,-23.489932885906043,-4.319612520932726,27.33946299987231,-1.2958837562798171,3.0,0.875,2.0,0.9375,2019Q3,,2019Q2,2019Q3
경기도,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,21.02908277404922,2.2930648769574944,-18.736017897091724,1.0784039682575477,21.352603964526484,0.3235211904772654,9.0,0.5,4.0,0.8125,2019Q3,,2019Q2,2019Q3
경상남도,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,19.96644295302013,1.174496644295302,-18.791946308724828,3.970221098891716,21.157509282687645,1.191066329667514,13.0,0.25,5.0,0.75,2019Q3,,2019Q2,2019Q3
경상북도,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,18.008948545861298,1.0,-17.008948545861298,1.560772596255677,18.477180324738,0.468231778876703,15.0,0.09375,12.0,0.3125,2019Q3,,2019Q2,2019Q3
광주광역시,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,9.843400447427292,1.0626398210290828,-8.780760626398209,7.608325539507943,12.125898109279674,2.282497661852382,14.0,0.1875,15.0,0.125,2019Q3,,2019Q2,2019Q3
대구광역시,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,32.49440715883669,6.040268456375839,-26.45413870246085,-5.719198437845252,30.77864762748311,-1.7157595313535765,1.0,1.0,1.0,1.0,2019Q3,,2019Q2,2019Q3
대전광역시,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,17.729306487695748,1.5100671140939597,-16.219239373601788,4.767769335234652,19.159637288266143,1.4303308005703954,11.0,0.375,10.0,0.4375,2019Q3,,2019Q2,2019Q3
부산광역시,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,18.12080536912752,4.47427293064877,-13.646532438478747,1.7355012757903436,18.64145575186462,0.5206503827371023,4.0,0.8125,11.0,0.375,2019Q3,,2019Q2,2019Q3
서울특별시,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,13.143176733780765,3.7472035794183447,-9.39597315436242,2.846204156639018,13.99703798077247,0.8538612469917055,5.0,0.75,14.0,0.1875,2019Q3,,2019Q2,2019Q3
세종특별자치시,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,,,,-9.286986018654558,,,,,,,2019Q3,,2019Q2,2019Q3
울산광역시,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,3.299776286353468,1.0,-2.299776286353468,15.24271132419619,7.872589683612325,4.572813397258857,15.0,0.09375,16.0,0.0625,2019Q3,,2019Q2,2019Q3
인천광역시,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,16.72259507829978,2.9642058165548097,-13.75838926174497,3.533871433409407,17.782756508322603,1.0601614300228237,6.0,0.6875,13.0,0.25,2019Q3,,2019Q2,2019Q3
전라남도,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,20.637583892617453,1.9574944071588367,-18.680089485458616,1.6033603533267229,21.11859199861547,0.4810081059980184,10.0,0.4375,6.0,0.6875,2019Q3,,2019Q2,2019Q3
전북특별자치도,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,26.51006711409396,2.684563758389262,-23.825503355704697,-1.336579261997582,26.109093335494684,-0.4009737785992762,7.0,0.625,3.0,0.875,2019Q3,,2019Q2,2019Q3
제주특별자치도,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,19.686800894854585,5.760626398210291,-13.926174496644292,3.627704407635142,20.77511221714513,1.0883113222905436,2.0,0.9375,7.0,0.625,2019Q3,,2019Q2,2019Q3
충청남도,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,18.288590604026847,1.3422818791946307,-16.946308724832218,6.21727255935818,20.1537723718343,1.865181767807453,12.0,0.3125,8.0,0.5625,2019Q3,,2019Q2,2019Q3
충청북도,2019,3,2019Q3,train,backtest_pred,2019Q2,2019Q3,19.12751677852349,2.516778523489933,-16.610738255033556,3.181952780108125,20.082102612555925,0.9545858340324358,8.0,0.5625,9.0,0.5,2019Q3,,2019Q2,2019Q3
강원특별자치도,2019,4,2019Q4,train,actual,2019Q4,2019Q4,10.794183445190155,10.794183445190155,,,,,4.0,0.8125,,,2019Q4,10.794183445190155,,
경기도,2019,4,2019Q4,train,actual,2019Q4,2019Q4,7.32662192393736,7.32662192393736,,,,,10.0,0.4375,,,2019Q4,7.32662192393736,,
경상남도,2019,4,2019Q4,train,actual,2019Q4,2019Q4,5.033557046979866,5.033557046979866,,,,,12.0,0.3125,,,2019Q4,5.033557046979866,,
경상북도,2019,4,2019Q4,train,actual,2019Q4,2019Q4,4.642058165548098,4.642058165548098,,,,,13.0,0.25,,,2019Q4,4.642058165548098,,
광주광역시,2019,4,2019Q4,train,actual,2019Q4,2019Q4,9.619686800894854,9.619686800894854,,,,,5.0,0.75,,,2019Q4,9.619686800894854,,
대구광역시,2019,4,2019Q4,train,actual,2019Q4,2019Q4,9.004474272930649,9.004474272930649,,,,,6.0,0.6875,,,2019Q4,9.004474272930649,,
대전광역시,2019,4,2019Q4,train,actual,2019Q4,2019Q4,5.648769574944072,5.648769574944072,,,,,11.0,0.375,,,2019Q4,5.648769574944072,,
부산광역시,2019,4,2019Q4,train,actual,2019Q4,2019Q4,3.859060402684563,3.859060402684563,,,,,15.0,0.125,,,2019Q4,3.859060402684563,,
서울특별시,2019,4,2019Q4,train,actual,2019Q4,2019Q4,11.6331096196868,11.6331096196868,,,,,3.0,0.875,,,2019Q4,11.6331096196868,,
세종특별자치시,2019,4,2019Q4,train,actual,2019Q4,2019Q4,,,,,,,,,,,2019Q4,,,
울산광역시,2019,4,2019Q4,train,actual,2019Q4,2019Q4,4.026845637583893,4.026845637583893,,,,,14.0,0.1875,,,2019Q4,4.026845637583893,,
인천광역시,2019,4,2019Q4,train,actual,2019Q4,2019Q4,7.885906040268456,7.885906040268456,,,,,8.0,0.5625,,,2019Q4,7.885906040268456,,
전라남도,2019,4,2019Q4,train,actual,2019Q4,2019Q4,12.472035794183446,12.472035794183446,,,,,2.0,0.9375,,,2019Q4,12.472035794183446,,
전북특별자치도,2019,4,2019Q4,train,actual,2019Q4,2019Q4,8.165548098434003,8.165548098434003,,,,,7.0,0.625,,,2019Q4,8.165548098434003,,
제주특별자치도,2019,4,2019Q4,train,actual,2019Q4,2019Q4,15.156599552572708,15.156599552572708,,,,,1.0,1.0,,,2019Q4,15.156599552572708,,
충청남도,2019,4,2019Q4,train,actual,2019Q4,2019Q4,2.516778523489933,2.516778523489933,,,,,16.0,0.0625,,,2019Q4,2.516778523489933,,
충청북도,2019,4,2019Q4,train,actual,2019Q4,2019Q4,7.438478747203579,7.438478747203579,,,,,9.0,0.5,,,2019Q4,7.438478747203579,,
강원특별자치도,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,5.145413870246085,10.794183445190155,5.64876957494407,13.465970341131085,9.18520497258541,4.039791102339325,4.0,0.8125,3.0,0.875,2019Q4,,2019Q3,2019Q4
경기도,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,2.2930648769574944,7.32662192393736,5.033557046979865,18.349880453033908,7.798029012867667,5.504964135910172,10.0,0.4375,11.0,0.375,2019Q4,,2019Q3,2019Q4
경상남도,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,1.174496644295302,5.033557046979866,3.859060402684564,21.83379851998367,7.724636200290403,6.550139555995101,12.0,0.3125,13.0,0.25,2019Q4,,2019Q3,2019Q4
경상북도,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,1.0,4.642058165548098,3.6420581655480975,21.693044966284567,7.50791348988537,6.50791348988537,13.0,0.25,15.0,0.125,2019Q4,,2019Q3,2019Q4
광주광역시,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,1.0626398210290828,9.619686800894854,8.55704697986577,21.23713561225828,7.433780504706566,6.371140683677483,5.0,0.75,16.0,0.0625,2019Q4,,2019Q3,2019Q4
대구광역시,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,6.040268456375839,9.004474272930649,2.96420581655481,12.711837592953568,9.853819734261908,3.813551277886069,6.0,0.6875,1.0,1.0,2019Q4,,2019Q3,2019Q4
대전광역시,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,1.5100671140939597,5.648769574944072,4.138702460850112,21.506721114988924,7.962083448590636,6.452016334496677,11.0,0.375,9.0,0.5,2019Q4,,2019Q3,2019Q4
부산광역시,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,4.47427293064877,3.859060402684563,-0.6152125279642067,15.23573493817202,9.044993412100377,4.570720481451605,15.0,0.125,4.0,0.8125,2019Q4,,2019Q3,2019Q4
서울특별시,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,3.7472035794183447,11.6331096196868,7.885906040268455,16.848113957954787,8.801637766804781,5.054434187386436,3.0,0.875,5.0,0.75,2019Q4,,2019Q3,2019Q4
세종특별자치시,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,,,,-6.853570724986836,,,,,,,2019Q4,,2019Q3,2019Q4
울산광역시,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,1.0,4.026845637583893,3.026845637583893,25.220119114075903,8.566035734222773,7.566035734222773,14.0,0.1875,6.0,0.6875,2019Q4,,2019Q3,2019Q4
인천광역시,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,2.9642058165548097,7.885906040268456,4.921700223713646,16.950491965116907,8.049353406089882,5.085147589535072,8.0,0.5625,8.0,0.5625,2019Q4,,2019Q3,2019Q4
전라남도,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,1.9574944071588367,12.472035794183446,10.51454138702461,18.94494605630355,7.640978224049902,5.683483816891065,2.0,0.9375,14.0,0.1875,2019Q4,,2019Q3,2019Q4
전북특별자치도,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,2.684563758389262,8.165548098434003,5.480984340044742,17.492299899379127,7.932253728202999,5.247689969813738,7.0,0.625,10.0,0.4375,2019Q4,,2019Q3,2019Q4
제주특별자치도,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,5.760626398210291,15.156599552572708,9.395973154362416,13.552380857717852,9.826340655525646,4.065714257315356,1.0,1.0,2.0,0.9375,2019Q4,,2019Q3,2019Q4
충청남도,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,1.3422818791946307,2.516778523489933,1.1744966442953024,21.29512111807479,7.730818214617067,6.388536335422437,16.0,0.0625,12.0,0.3125,2019Q4,,2019Q3,2019Q4
충청북도,2019,4,2019Q4,train,backtest_pred,2019Q3,2019Q4,2.516778523489933,7.438478747203579,4.921700223713646,18.7120540003256,8.130394723587612,5.613616200097679,9.0,0.5,7.0,0.625,2019Q4,,2019Q3,2019Q4
강원특별자치도,2020,1,2020Q1,train,actual,2020Q1,2020Q1,30.64876957494408,30.64876957494408,,,,,2.0,0.9375,,,2020Q1,30.64876957494408,,
경기도,2020,1,2020Q1,train,actual,2020Q1,2020Q1,20.134228187919465,20.134228187919465,,,,,11.0,0.375,,,2020Q1,20.134228187919465,,
경상남도,2020,1,2020Q1,train,actual,2020Q1,2020Q1,21.979865771812083,21.979865771812083,,,,,9.0,0.5,,,2020Q1,21.979865771812083,,
경상북도,2020,1,2020Q1,train,actual,2020Q1,2020Q1,12.02460850111857,12.02460850111857,,,,,14.0,0.1875,,,2020Q1,12.02460850111857,,
광주광역시,2020,1,2020Q1,train,actual,2020Q1,2020Q1,20.46979865771812,20.46979865771812,,,,,10.0,0.4375,,,2020Q1,20.46979865771812,,
대구광역시,2020,1,2020Q1,train,actual,2020Q1,2020Q1,16.16331096196868,16.16331096196868,,,,,13.0,0.25,,,2020Q1,16.16331096196868,,
대전광역시,2020,1,2020Q1,train,actual,2020Q1,2020Q1,11.85682326621924,11.85682326621924,,,,,15.0,0.125,,,2020Q1,11.85682326621924,,
부산광역시,2020,1,2020Q1,train,actual,2020Q1,2020Q1,7.885906040268456,7.885906040268456,,,,,16.0,0.0625,,,2020Q1,7.885906040268456,,
서울특별시,2020,1,2020Q1,train,actual,2020Q1,2020Q1,27.9082774049217,27.9082774049217,,,,,3.0,0.875,,,2020Q1,27.9082774049217,,
세종특별자치시,2020,1,2020Q1,train,actual,2020Q1,2020Q1,,,,,,,,,,,2020Q1,,,
울산광역시,2020,1,2020Q1,train,actual,2020Q1,2020Q1,23.042505592841167,23.042505592841167,,,,,8.0,0.5625,,,2020Q1,23.042505592841167,,
인천광역시,2020,1,2020Q1,train,actual,2020Q1,2020Q1,27.181208053691275,27.181208053691275,,,,,4.0,0.8125,,,2020Q1,27.181208053691275,,
전라남도,2020,1,2020Q1,train,actual,2020Q1,2020Q1,32.77404921700224,32.77404921700224,,,,,1.0,1.0,,,2020Q1,32.77404921700224,,
전북특별자치도,2020,1,2020Q1,train,actual,2020Q1,2020Q1,27.01342281879195,27.01342281879195,,,,,5.0,0.75,,,2020Q1,27.01342281879195,,
제주특별자치도,2020,1,2020Q1,train,actual,2020Q1,2020Q1,25.89485458612976,25.89485458612976,,,,,6.0,0.6875,,,2020Q1,25.89485458612976,,
충청남도,2020,1,2020Q1,train,actual,2020Q1,2020Q1,24.32885906040268,24.32885906040268,,,,,7.0,0.625,,,2020Q1,24.32885906040268,,
충청북도,2020,1,2020Q1,train,actual,2020Q1,2020Q1,17.225950782997764,17.225950782997764,,,,,12.0,0.3125,,,2020Q1,17.225950782997764,,
강원특별자치도,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,10.794183445190155,30.64876957494408,19.85458612975392,16.494976525278336,15.742676402773656,4.9484929575835,2.0,0.9375,4.0,0.8125,2020Q1,,2019Q4,2020Q1
경기도,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,7.32662192393736,20.134228187919465,12.807606263982104,21.11480169003457,13.66106243094773,6.33444050701037,11.0,0.375,10.0,0.4375,2020Q1,,2019Q4,2020Q1
경상남도,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,5.033557046979866,21.979865771812083,16.946308724832218,24.51287991368433,12.387421021085164,7.353863974105297,9.0,0.5,12.0,0.3125,2020Q1,,2019Q4,2020Q1
경상북도,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,4.642058165548098,12.02460850111857,7.382550335570471,24.219526002928237,11.907915966426568,7.26585780087847,14.0,0.1875,13.0,0.25,2020Q1,,2019Q4,2020Q1
광주광역시,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,9.619686800894854,20.46979865771812,10.850111856823265,18.937622431758225,15.300973530422322,5.681286729527468,10.0,0.4375,5.0,0.75,2020Q1,,2019Q4,2020Q1
대구광역시,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,9.004474272930649,16.16331096196868,7.158836689038031,18.83135713916153,14.653881414679107,5.649407141748458,13.0,0.25,6.0,0.6875,2020Q1,,2019Q4,2020Q1
대전광역시,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,5.648769574944072,11.85682326621924,6.208053691275169,23.779078314980435,12.782493069438202,7.13372349449413,15.0,0.125,11.0,0.375,2020Q1,,2019Q4,2020Q1
부산광역시,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,3.859060402684563,7.885906040268456,4.026845637583893,25.064964556863227,11.37854976974353,7.519489367058968,16.0,0.0625,15.0,0.125,2020Q1,,2019Q4,2020Q1
서울특별시,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,11.6331096196868,27.9082774049217,16.2751677852349,15.683325910130522,16.33810739272596,4.704997773039159,3.0,0.875,3.0,0.875,2020Q1,,2019Q4,2020Q1
세종특별자치시,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,,,,2.0602820793534184,,,,,,,2020Q1,,2019Q4,2020Q1
울산광역시,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,4.026845637583893,23.042505592841167,19.015659955257277,24.99768028814525,11.526149724027468,7.4993040864435745,8.0,0.5625,14.0,0.1875,2020Q1,,2019Q4,2020Q1
인천광역시,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,7.885906040268456,27.181208053691275,19.29530201342282,20.32282870820682,13.982754652730502,6.096848612462046,4.0,0.8125,8.0,0.5625,2020Q1,,2019Q4,2020Q1
전라남도,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,12.472035794183446,32.77404921700224,20.3020134228188,16.89898767845323,17.541732097719414,5.069696303535968,1.0,1.0,2.0,0.9375,2020Q1,,2019Q4,2020Q1
전북특별자치도,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,8.165548098434003,27.01342281879195,18.847874720357943,20.5379442789625,14.326931382122751,6.16138328368875,5.0,0.75,7.0,0.625,2020Q1,,2019Q4,2020Q1
제주특별자치도,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,15.156599552572708,25.89485458612976,10.738255033557053,13.76411706880022,19.285834673212776,4.129235120640068,6.0,0.6875,1.0,1.0,2020Q1,,2019Q4,2020Q1
충청남도,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,2.516778523489933,24.32885906040268,21.81208053691275,27.34790329656888,10.721149512460595,8.204370988970663,7.0,0.625,16.0,0.0625,2020Q1,,2019Q4,2020Q1
충청북도,2020,1,2020Q1,train,backtest_pred,2019Q4,2020Q1,7.438478747203579,17.225950782997764,9.787472035794185,21.11001315646011,13.77148269414161,6.333003946938032,12.0,0.3125,9.0,0.5,2020Q1,,2019Q4,2020Q1
강원특별자치도,2020,2,2020Q2,train,actual,2020Q2,2020Q2,28.35570469798657,28.35570469798657,,,,,9.0,0.5,,,2020Q2,28.35570469798657,,
경기도,2020,2,2020Q2,train,actual,2020Q2,2020Q2,25.055928411633108,25.055928411633108,,,,,12.0,0.3125,,,2020Q2,25.055928411633108,,
경상남도,2020,2,2020Q2,train,actual,2020Q2,2020Q2,29.138702460850112,29.138702460850112,,,,,7.0,0.625,,,2020Q2,29.138702460850112,,
경상북도,2020,2,2020Q2,train,actual,2020Q2,2020Q2,18.95973154362416,18.95973154362416,,,,,13.0,0.25,,,2020Q2,18.95973154362416,,
광주광역시,2020,2,2020Q2,train,actual,2020Q2,2020Q2,25.11185682326622,25.11185682326622,,,,,11.0,0.375,,,2020Q2,25.11185682326622,,
대구광역시,2020,2,2020Q2,train,actual,2020Q2,2020Q2,7.270693512304251,7.270693512304251,,,,,16.0,0.0625,,,2020Q2,7.270693512304251,,
대전광역시,2020,2,2020Q2,train,actual,2020Q2,2020Q2,28.91498881431768,28.91498881431768,,,,,8.0,0.5625,,,2020Q2,28.91498881431768,,
부산광역시,2020,2,2020Q2,train,actual,2020Q2,2020Q2,11.129753914988816,11.129753914988816,,,,,15.0,0.125,,,2020Q2,11.129753914988816,,
서울특별시,2020,2,2020Q2,train,actual,2020Q2,2020Q2,36.017897091722595,36.017897091722595,,,,,2.0,0.9375,,,2020Q2,36.017897091722595,,
세종특별자치시,2020,2,2020Q2,train,actual,2020Q2,2020Q2,,,,,,,,,,,2020Q2,,,
울산광역시,2020,2,2020Q2,train,actual,2020Q2,2020Q2,29.921700223713646,29.921700223713646,,,,,5.0,0.75,,,2020Q2,29.921700223713646,,
인천광역시,2020,2,2020Q2,train,actual,2020Q2,2020Q2,33.7248322147651,33.7248322147651,,,,,3.0,0.875,,,2020Q2,33.7248322147651,,
전라남도,2020,2,2020Q2,train,actual,2020Q2,2020Q2,36.40939597315437,36.40939597315437,,,,,1.0,1.0,,,2020Q2,36.40939597315437,,
전북특별자치도,2020,2,2020Q2,train,actual,2020Q2,2020Q2,32.38255033557047,32.38255033557047,,,,,4.0,0.8125,,,2020Q2,32.38255033557047,,
제주특별자치도,2020,2,2020Q2,train,actual,2020Q2,2020Q2,14.821029082774052,14.821029082774052,,,,,14.0,0.1875,,,2020Q2,14.821029082774052,,
충청남도,2020,2,2020Q2,train,actual,2020Q2,2020Q2,29.586129753914992,29.586129753914992,,,,,6.0,0.6875,,,2020Q2,29.586129753914992,,
충청북도,2020,2,2020Q2,train,actual,2020Q2,2020Q2,25.39149888143177,25.39149888143177,,,,,10.0,0.4375,,,2020Q2,25.39149888143177,,
강원특별자치도,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,30.64876957494408,28.35570469798657,-2.293064876957501,5.264399887214784,32.22808954110851,1.5793199661644337,9.0,0.5,2.0,0.9375,2020Q2,,2020Q1,2020Q2
경기도,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,20.134228187919465,25.055928411633108,4.921700223713643,10.9043640946651,23.405537416319,3.271309228399531,12.0,0.3125,11.0,0.375,2020Q2,,2020Q1,2020Q2
경상남도,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,21.979865771812083,29.138702460850112,7.158836689038029,9.39203012281116,24.79747480865543,2.817609036843347,7.0,0.625,9.0,0.5,2020Q2,,2020Q1,2020Q2
경상북도,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,12.02460850111857,18.95973154362416,6.935123042505589,14.93674154928462,16.505630965903954,4.481022464785385,13.0,0.25,14.0,0.1875,2020Q2,,2020Q1,2020Q2
광주광역시,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,20.46979865771812,25.11185682326622,4.6420581655481,11.252827882079048,23.845647022341836,3.375848364623714,11.0,0.375,10.0,0.4375,2020Q2,,2020Q1,2020Q2
대구광역시,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,16.16331096196868,7.270693512304251,-8.892617449664428,11.614439573697238,19.64764283407785,3.48433187210917,16.0,0.0625,13.0,0.25,2020Q2,,2020Q1,2020Q2
대전광역시,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,11.85682326621924,28.91498881431768,17.05816554809844,15.469487295539366,16.49766945488105,4.640846188661808,8.0,0.5625,15.0,0.125,2020Q2,,2020Q1,2020Q2
부산광역시,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,7.885906040268456,11.129753914988816,3.24384787472036,20.176297564012653,13.938795309472251,6.052889269203795,15.0,0.125,16.0,0.0625,2020Q2,,2020Q1,2020Q2
서울특별시,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,27.9082774049217,36.017897091722595,8.109619686800894,9.602137355688171,30.788918611628155,2.880641206706453,2.0,0.9375,3.0,0.875,2020Q2,,2020Q1,2020Q2
세종특별자치시,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,,,,1.8771137942196652,,,,,,,2020Q2,,2020Q1,2020Q2
울산광역시,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,23.042505592841167,29.921700223713646,6.87919463087248,11.674093488816606,26.544733639486147,3.50222804664498,5.0,0.75,8.0,0.5625,2020Q2,,2020Q1,2020Q2
인천광역시,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,27.181208053691275,33.7248322147651,6.543624161073826,7.445060714808194,29.41472626813373,2.2335182144424586,3.0,0.875,4.0,0.8125,2020Q2,,2020Q1,2020Q2
전라남도,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,32.77404921700224,36.40939597315437,3.635346756152124,4.551373108591732,34.139461149579766,1.3654119325775227,1.0,1.0,1.0,1.0,2020Q2,,2020Q1,2020Q2
전북특별자치도,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,27.01342281879195,32.38255033557047,5.369127516778523,7.2351774370883,29.18397604991844,2.1705532311264903,4.0,0.8125,5.0,0.75,2020Q2,,2020Q1,2020Q2
제주특별자치도,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,25.89485458612976,14.821029082774052,-11.073825503355708,6.345791715750693,27.798592100854968,1.903737514725208,14.0,0.1875,6.0,0.6875,2020Q2,,2020Q1,2020Q2
충청남도,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,24.32885906040268,29.586129753914992,5.257270693512311,9.682342469551456,27.23356180126812,2.9047027408654387,6.0,0.6875,7.0,0.625,2020Q2,,2020Q1,2020Q2
충청북도,2020,2,2020Q2,train,backtest_pred,2020Q1,2020Q2,17.225950782997764,25.39149888143177,8.165548098434005,11.561542797550842,20.694413622263017,3.468462839265253,10.0,0.4375,12.0,0.3125,2020Q2,,2020Q1,2020Q2
강원특별자치도,2020,3,2020Q3,train,actual,2020Q3,2020Q3,59.56375838926174,59.56375838926174,,,,,8.0,0.5625,,,2020Q3,59.56375838926174,,
경기도,2020,3,2020Q3,train,actual,2020Q3,2020Q3,55.480984340044735,55.480984340044735,,,,,11.0,0.375,,,2020Q3,55.480984340044735,,
경상남도,2020,3,2020Q3,train,actual,2020Q3,2020Q3,59.95525727069352,59.95525727069352,,,,,7.0,0.625,,,2020Q3,59.95525727069352,,
경상북도,2020,3,2020Q3,train,actual,2020Q3,2020Q3,50.27964205816554,50.27964205816554,,,,,15.0,0.125,,,2020Q3,50.27964205816554,,
광주광역시,2020,3,2020Q3,train,actual,2020Q3,2020Q3,56.04026845637584,56.04026845637584,,,,,10.0,0.4375,,,2020Q3,56.04026845637584,,
대구광역시,2020,3,2020Q3,train,actual,2020Q3,2020Q3,52.46085011185682,52.46085011185682,,,,,13.0,0.25,,,2020Q3,52.46085011185682,,
대전광역시,2020,3,2020Q3,train,actual,2020Q3,2020Q3,64.09395973154362,64.09395973154362,,,,,3.0,0.875,,,2020Q3,64.09395973154362,,
부산광역시,2020,3,2020Q3,train,actual,2020Q3,2020Q3,42.28187919463088,42.28187919463088,,,,,16.0,0.0625,,,2020Q3,42.28187919463088,,
서울특별시,2020,3,2020Q3,train,actual,2020Q3,2020Q3,63.08724832214765,63.08724832214765,,,,,4.0,0.8125,,,2020Q3,63.08724832214765,,
세종특별자치시,2020,3,2020Q3,train,actual,2020Q3,2020Q3,,,,,,,,,,,2020Q3,,,
